fecha,sku,producto,categoria,cantidad,precio,stock
2022-07-01 17:51:57,FAR-061,Paracetamol 1 g - caja x 20 tabletas,Analgésicos,3,30.71,
2022-07-01 17:51:57,FAR-064,Amoxicilina 500 mg - caja x 21 cápsulas,Antibióticos,5,12.09,
2022-07-02 01:04:09,FAR-016,Doxiciclina 100 mg - caja x 10 cápsulas,Antibióticos,6,23.64,
2022-07-02 01:04:09,FAR-055,Calcio + Vitamina D - caja x 30 tabletas,Vitaminas,5,50.11,
2022-07-02 02:23:32,FAR-031,Vitamina D3 2000 UI - caja x 30 cápsulas,Vitaminas,3,47.43,
2022-07-02 02:23:32,FAR-043,Ácido fólico 1 mg - caja x 30 tabletas,Vitaminas,5,16.54,
2022-07-02 02:23:32,FAR-044,Aciclovir 5% - tubo x 5 g,Dermatología,6,36.3,
2022-07-02 02:23:32,FAR-058,Sales de rehidratación oral pediátrica - caja x 5 sobres,Cuidado infantil,5,15.63,
2022-07-02 03:27:35,FAR-011,Valsartán 80 mg - caja x 30 tabletas,Cardiovascular,3,42.28,
2022-07-02 03:27:35,FAR-039,Bilastina 20 mg - caja x 10 tabletas,Antialérgicos,3,50.67,
2022-07-02 03:27:35,FAR-047,Atorvastatina 20 mg - caja x 30 tabletas,Cardiovascular,5,40.97,
2022-07-02 07:30:59,FAR-038,Etoricoxib 90 mg - caja x 14 tabletas,Antiinflamatorios,4,48.86,
2022-07-02 10:04:31,FAR-015,Levocetirizina 5 mg - caja x 10 tabletas,Antialérgicos,3,46.06,
2022-07-02 16:08:41,FAR-020,Adapaleno 0.1% - tubo x 30 g,Dermatología,7,41.57,
2022-07-02 16:08:41,FAR-023,Losartán 50 mg - caja x 30 tabletas,Cardiovascular,5,23.59,
2022-07-02 16:08:41,FAR-053,Omeprazol 20 mg - caja x 30 cápsulas,Gastrointestinales,5,20.46,
2022-07-02 16:08:41,FAR-060,Pioglitazona 30 mg - caja x 30 tabletas,Diabetes,4,41.75,
2022-07-02 17:51:26,FAR-071,Enalapril 10 mg - caja x 30 tabletas,Cardiovascular,6,33.1,
2022-07-03 04:31:45,FAR-004,Amoxicilina + Ácido clavulánico 875/125 mg - caja x 14 tabletas,Antibióticos,5,45.6,
2022-07-03 04:31:45,FAR-027,Cetirizina 10 mg - caja x 10 tabletas,Antialérgicos,6,42.0,
2022-07-03 04:31:45,FAR-035,Amlodipino 5 mg - caja x 30 tabletas,Cardiovascular,5,25.73,
2022-07-03 04:31:45,FAR-051,Loratadina 10 mg - caja x 10 tabletas,Antialérgicos,5,18.44,
2022-07-03 04:31:45,FAR-051,Loratadina 10 mg - caja x 10 tabletas,Antialérgicos,5,18.48,
2022-07-03 04:31:45,FAR-062,Celecoxib 200 mg - caja x 10 cápsulas,Antiinflamatorios,4,40.59,
2022-07-03 04:31:45,FAR-064,Amoxicilina 500 mg - caja x 21 cápsulas,Antibióticos,6,11.94,
2022-07-03 04:31:45,FAR-072,Gliclazida MR 30 mg - caja x 30 tabletas,Diabetes,4,31.79,
2022-07-03 11:23:46,FAR-019,Complejo B - caja x 30 tabletas,Vitaminas,7,20.84,
2022-07-03 11:23:46,FAR-028,Ciprofloxacino 500 mg - caja x 10 tabletas,Antibióticos,3,22.9,
2022-07-03 11:23:46,FAR-038,Etoricoxib 90 mg - caja x 14 tabletas,Antiinflamatorios,6,49.24,
2022-07-03 11:23:46,FAR-041,Loperamida 2 mg - caja x 12 tabletas,Gastrointestinales,3,20.34,
2022-07-03 11:23:46,FAR-052,Azitromicina 500 mg - caja x 3 tabletas,Antibióticos,4,17.2,
2022-07-03 11:23:46,FAR-052,Azitromicina 500 mg - caja x 3 tabletas,Antibióticos,5,17.39,
2022-07-03 11:27:49,FAR-028,Ciprofloxacino 500 mg - caja x 10 tabletas,Antibióticos,4,22.49,
2022-07-03 11:27:49,FAR-030,Salbutamol 100 mcg - inhalador x 200 dosis,Respiratorios,4,39.46,
2022-07-03 11:27:49,FAR-051,Loratadina 10 mg - caja x 10 tabletas,Antialérgicos,5,18.92,
2022-07-03 11:27:49,FAR-060,Pioglitazona 30 mg - caja x 30 tabletas,Diabetes,5,41.67,
2022-07-03 11:27:49,FAR-061,Paracetamol 1 g - caja x 20 tabletas,Analgésicos,4,30.65,
2022-07-03 11:27:49,FAR-061,Paracetamol 1 g - caja x 20 tabletas,Analgésicos,4,31.22,
2022-07-03 21:02:34,FAR-021,Povidona yodada 10% - frasco x 1 L,Higiene,4,50.23,
2022-07-03 21:02:34,FAR-040,Cefalexina 500 mg - caja x 20 cápsulas,Antibióticos,5,18.46,
2022-07-04 08:06:01,FAR-010,Paracetamol pediátrico 120 mg/5 mL - frasco x 60 mL,Cuidado infantil,3,26.64,
2022-07-04 08:06:01,FAR-011,Valsartán 80 mg - caja x 30 tabletas,Cardiovascular,5,42.93,
2022-07-04 08:06:01,FAR-016,Doxiciclina 100 mg - caja x 10 cápsulas,Antibióticos,3,23.5,
2022-07-04 08:06:01,FAR-071,Enalapril 10 mg - caja x 30 tabletas,Cardiovascular,5,32.85,
2022-07-04 08:06:01,FAR-071,Enalapril 10 mg - caja x 30 tabletas,Cardiovascular,3,32.32,
2022-07-04 08:51:36,FAR-008,Ketoconazol 2% - tubo x 20 g,Dermatología,5,15.01,
2022-07-04 08:51:36,FAR-013,Metamizol 500 mg - caja x 20 tabletas,Analgésicos,6,19.44,
2022-07-04 08:51:36,FAR-034,Solución salina nasal pediátrica - frasco x 30 mL,Cuidado infantil,6,30.09,
2022-07-04 08:51:36,FAR-051,Loratadina 10 mg - caja x 10 tabletas,Antialérgicos,4,18.67,
2022-07-04 13:33:25,FAR-008,Ketoconazol 2% - tubo x 20 g,Dermatología,5,15.36,
2022-07-04 13:33:25,FAR-019,Complejo B - caja x 30 tabletas,Vitaminas,6,20.67,
2022-07-04 13:33:25,FAR-033,Gel antiséptico - frasco x 100 mL,Higiene,4,6.69,
2022-07-04 13:33:25,FAR-050,Ibuprofeno 400 mg - caja x 20 tabletas,Antiinflamatorios,4,4.54,
2022-07-04 13:33:25,FAR-058,Sales de rehidratación oral pediátrica - caja x 5 sobres,Cuidado infantil,5,15.66,
2022-07-04 14:05:16,FAR-021,Povidona yodada 10% - frasco x 1 L,Higiene,3,50.96,
2022-07-04 14:57:17,FAR-003,Desloratadina 5 mg - caja x 10 tabletas,Antialérgicos,3,45.78,
2022-07-04 14:57:17,FAR-010,Paracetamol pediátrico 120 mg/5 mL - frasco x 60 mL,Cuidado infantil,8,26.74,
2022-07-04 14:57:17,FAR-034,Solución salina nasal pediátrica - frasco x 30 mL,Cuidado infantil,4,30.11,
2022-07-04 14:57:17,FAR-054,Budesonida 200 mcg - inhalador x 100 dosis,Respiratorios,4,46.37,
2022-07-04 14:57:17,FAR-057,Alcohol medicinal 70% - frasco x 120 mL,Higiene,3,5.19,
2022-07-04 17:42:16,FAR-035,Amlodipino 5 mg - caja x 30 tabletas,Cardiovascular,5,26.07,
2022-07-04 19:10:48,FAR-034,Solución salina nasal pediátrica - frasco x 30 mL,Cuidado infantil,1,30.36,
2022-07-05 00:08:01,FAR-001,Paracetamol + Cafeína - caja x 20 tabletas,Analgésicos,7,34.6,
2022-07-05 00:08:01,FAR-005,Pantoprazol 40 mg - caja x 14 tabletas,Gastrointestinales,2,33.39,
2022-07-05 01:27:10,FAR-010,Paracetamol pediátrico 120 mg/5 mL - frasco x 60 mL,Cuidado infantil,4,26.28,
2022-07-05 01:27:10,FAR-024,Glibenclamida 5 mg - caja x 30 tabletas,Diabetes,7,31.1,
2022-07-05 01:27:10,FAR-046,Zinc pediátrico 20 mg - caja x 10 tabletas dispersables,Cuidado infantil,3,27.07,
2022-07-05 01:27:10,FAR-068,Clotrimazol 1% - tubo x 20 g,Dermatología,4,5.85,
2022-07-05 04:20:59,FAR-053,Omeprazol 20 mg - caja x 30 cápsulas,Gastrointestinales,6,20.65,
2022-07-05 04:20:59,FAR-053,Omeprazol 20 mg - caja x 30 cápsulas,Gastrointestinales,5,20.38,
2022-07-05 05:14:14,FAR-002,Meloxicam 15 mg - caja x 10 tabletas,Antiinflamatorios,3,22.26,
2022-07-05 05:14:14,FAR-025,Paracetamol 500 mg - caja x 20 tabletas,Analgésicos,5,10.55,
2022-07-05 05:14:14,FAR-046,Zinc pediátrico 20 mg - caja x 10 tabletas dispersables,Cuidado infantil,5,27.19,
2022-07-05 05:14:14,FAR-063,Fexofenadina 120 mg - caja x 10 tabletas,Antialérgicos,7,45.45,
2022-07-05 12:24:08,FAR-009,Agua oxigenada 10 vol - frasco x 120 mL,Higiene,4,5.45,
2022-07-05 12:24:08,FAR-025,Paracetamol 500 mg - caja x 20 tabletas,Analgésicos,5,10.61,
2022-07-05 13:15:15,FAR-006,Acetilcisteína 200 mg - caja x 20 sobres,Respiratorios,3,20.61,
2022-07-05 13:15:15,FAR-013,Metamizol 500 mg - caja x 20 tabletas,Analgésicos,4,19.41,
2022-07-05 13:15:15,FAR-018,Fluticasona 50 mcg - spray nasal x 120 dosis,Respiratorios,4,48.38,
2022-07-05 13:15:15,FAR-069,Clorhexidina 2% - frasco x 120 mL,Higiene,5,24.45,
2022-07-05 19:18:09,FAR-012,Metformina XR 1000 mg - caja x 30 tabletas,Diabetes,7,45.49,
2022-07-05 19:18:09,FAR-040,Cefalexina 500 mg - caja x 20 cápsulas,Antibióticos,5,18.32,
2022-07-05 19:18:09,FAR-042,Ambroxol 15 mg/5 mL - frasco x 120 mL,Respiratorios,6,19.02,
2022-07-05 23:11:43,FAR-013,Metamizol 500 mg - caja x 20 tabletas,Analgésicos,3,19.11,
2022-07-05 23:11:43,FAR-016,Doxiciclina 100 mg - caja x 10 cápsulas,Antibióticos,5,24.1,
2022-07-05 23:11:43,FAR-022,Multivitamínico pediátrico - frasco x 120 mL,Cuidado infantil,4,31.78,
2022-07-06 01:15:43,FAR-002,Meloxicam 15 mg - caja x 10 tabletas,Antiinflamatorios,4,22.76,
2022-07-06 01:15:43,FAR-020,Adapaleno 0.1% - tubo x 30 g,Dermatología,4,41.36,
2022-07-06 04:06:00,FAR-008,Ketoconazol 2% - tubo x 20 g,Dermatología,4,15.25,
2022-07-06 04:06:00,FAR-025,Paracetamol 500 mg - caja x 20 tabletas,Analgésicos,5,10.53,
2022-07-06 04:06:00,FAR-028,Ciprofloxacino 500 mg - caja x 10 tabletas,Antibióticos,3,22.85,
2022-07-06 04:06:00,FAR-065,Simeticona 80 mg - caja x 20 tabletas,Gastrointestinales,3,23.22,
2022-07-06 07:54:39,FAR-001,Paracetamol + Cafeína - caja x 20 tabletas,Analgésicos,8,35.09,
2022-07-06 07:54:39,FAR-034,Solución salina nasal pediátrica - frasco x 30 mL,Cuidado infantil,4,30.51,
2022-07-06 10:13:14,FAR-027,Cetirizina 10 mg - caja x 10 tabletas,Antialérgicos,3,42.08,
2022-07-06 10:13:14,FAR-036,Gliclazida MR 60 mg - caja x 30 tabletas,Diabetes,5,49.08,
2022-07-06 10:13:14,FAR-053,Omeprazol 20 mg - caja x 30 cápsulas,Gastrointestinales,8,20.19,
2022-07-06 10:44:01,FAR-023,Losartán 50 mg - caja x 30 tabletas,Cardiovascular,3,23.71,
2022-07-06 10:44:01,FAR-034,Solución salina nasal pediátrica - frasco x 30 mL,Cuidado infantil,7,30.73,
2022-07-06 12:34:45,FAR-018,Fluticasona 50 mcg - spray nasal x 120 dosis,Respiratorios,7,49.21,
2022-07-06 12:34:45,FAR-043,Ácido fólico 1 mg - caja x 30 tabletas,Vitaminas,7,16.2,
2022-07-06 12:34:45,FAR-065,Simeticona 80 mg - caja x 20 tabletas,Gastrointestinales,4,23.26,
2022-07-06 12:48:43,FAR-023,Losartán 50 mg - caja x 30 tabletas,Cardiovascular,5,24.01,
2022-07-06 12:58:03,FAR-058,Sales de rehidratación oral pediátrica - caja x 5 sobres,Cuidado infantil,3,15.54,
2022-07-06 13:27:17,FAR-026,Naproxeno sódico 550 mg - caja x 10 tabletas,Antiinflamatorios,4,12.34,
2022-07-06 13:27:17,FAR-069,Clorhexidina 2% - frasco x 120 mL,Higiene,4,24.47,
2022-07-06 15:15:22,FAR-057,Alcohol medicinal 70% - frasco x 120 mL,Higiene,5,5.14,
2022-07-06 16:29:49,FAR-049,Tramadol 50 mg - caja x 10 cápsulas,Analgésicos,3,49.83,
2022-07-06 16:29:49,FAR-053,Omeprazol 20 mg - caja x 30 cápsulas,Gastrointestinales,6,20.27,
2022-07-06 18:32:54,FAR-020,Adapaleno 0.1% - tubo x 30 g,Dermatología,4,41.4,
2022-07-06 19:13:10,FAR-029,Esomeprazol 40 mg - caja x 14 cápsulas,Gastrointestinales,7,42.48,
2022-07-06 19:13:10,FAR-030,Salbutamol 100 mcg - inhalador x 200 dosis,Respiratorios,5,39.32,
2022-07-06 21:45:15,FAR-005,Pantoprazol 40 mg - caja x 14 tabletas,Gastrointestinales,4,33.3,
2022-07-06 21:45:15,FAR-062,Celecoxib 200 mg - caja x 10 cápsulas,Antiinflamatorios,6,40.89,
2022-07-06 22:03:15,FAR-003,Desloratadina 5 mg - caja x 10 tabletas,Antialérgicos,3,46.01,
2022-07-06 22:03:15,FAR-035,Amlodipino 5 mg - caja x 30 tabletas,Cardiovascular,4,25.68,
2022-07-06 22:03:15,FAR-043,Ácido fólico 1 mg - caja x 30 tabletas,Vitaminas,5,16.37,
2022-07-06 22:03:15,FAR-046,Zinc pediátrico 20 mg - caja x 10 tabletas dispersables,Cuidado infantil,3,26.94,
2022-07-07 00:31:22,FAR-017,Trimebutina + Simeticona - caja x 20 tabletas,Gastrointestinales,2,50.43,
2022-07-07 00:31:22,FAR-031,Vitamina D3 2000 UI - caja x 30 cápsulas,Vitaminas,4,47.84,
2022-07-07 00:31:22,FAR-052,Azitromicina 500 mg - caja x 3 tabletas,Antibióticos,4,17.0,
2022-07-07 00:31:22,FAR-071,Enalapril 10 mg - caja x 30 tabletas,Cardiovascular,3,33.12,
2022-07-07 00:32:06,FAR-021,Povidona yodada 10% - frasco x 1 L,Higiene,5,51.62,
2022-07-07 00:32:06,FAR-023,Losartán 50 mg - caja x 30 tabletas,Cardiovascular,6,23.75,
2022-07-07 00:32:06,FAR-029,Esomeprazol 40 mg - caja x 14 cápsulas,Gastrointestinales,4,41.85,
2022-07-07 00:32:06,FAR-038,Etoricoxib 90 mg - caja x 14 tabletas,Antiinflamatorios,5,48.26,
2022-07-07 00:32:06,FAR-053,Omeprazol 20 mg - caja x 30 cápsulas,Gastrointestinales,4,20.71,
2022-07-07 01:58:07,FAR-011,Valsartán 80 mg - caja x 30 tabletas,Cardiovascular,3,43.28,
2022-07-07 01:58:07,FAR-013,Metamizol 500 mg - caja x 20 tabletas,Analgésicos,6,19.08,
2022-07-07 01:58:07,FAR-028,Ciprofloxacino 500 mg - caja x 10 tabletas,Antibióticos,6,22.72,
2022-07-07 01:58:07,FAR-056,Hidrocortisona 1% - tubo x 15 g,Dermatología,3,8.53,
2022-07-07 03:09:04,FAR-002,Meloxicam 15 mg - caja x 10 tabletas,Antiinflamatorios,8,22.41,
2022-07-07 03:09:04,FAR-005,Pantoprazol 40 mg - caja x 14 tabletas,Gastrointestinales,5,33.75,
2022-07-07 03:09:04,FAR-022,Multivitamínico pediátrico - frasco x 120 mL,Cuidado infantil,5,31.92,
2022-07-07 03:09:04,FAR-026,Naproxeno sódico 550 mg - caja x 10 tabletas,Antiinflamatorios,7,12.26,
2022-07-07 03:09:04,FAR-034,Solución salina nasal pediátrica - frasco x 30 mL,Cuidado infantil,5,30.49,
2022-07-07 03:09:04,FAR-035,Amlodipino 5 mg - caja x 30 tabletas,Cardiovascular,3,26.18,
2022-07-07 03:09:04,FAR-053,Omeprazol 20 mg - caja x 30 cápsulas,Gastrointestinales,5,20.63,
2022-07-07 03:09:04,FAR-059,Bisoprolol 5 mg - caja x 30 tabletas,Cardiovascular,4,50.06,
2022-07-07 11:05:59,FAR-016,Doxiciclina 100 mg - caja x 10 cápsulas,Antibióticos,5,23.65,
2022-07-07 11:05:59,FAR-052,Azitromicina 500 mg - caja x 3 tabletas,Antibióticos,4,17.26,
2022-07-07 12:52:05,FAR-024,Glibenclamida 5 mg - caja x 30 tabletas,Diabetes,3,31.1,
2022-07-07 12:52:05,FAR-051,Loratadina 10 mg - caja x 10 tabletas,Antialérgicos,7,18.84,
2022-07-07 12:52:05,FAR-060,Pioglitazona 30 mg - caja x 30 tabletas,Diabetes,3,41.66,
2022-07-07 12:52:05,FAR-066,Ambroxol 30 mg - caja x 20 tabletas,Respiratorios,3,11.56,
2022-07-07 16:58:26,FAR-007,Ácido ascórbico 500 mg - caja x 30 tabletas,Vitaminas,4,7.95,
2022-07-07 16:58:26,FAR-042,Ambroxol 15 mg/5 mL - frasco x 120 mL,Respiratorios,3,19.18,
2022-07-07 16:58:26,FAR-043,Ácido fólico 1 mg - caja x 30 tabletas,Vitaminas,4,16.32,
2022-07-07 18:14:05,FAR-009,Agua oxigenada 10 vol - frasco x 120 mL,Higiene,7,5.53,
2022-07-07 18:14:05,FAR-019,Complejo B - caja x 30 tabletas,Vitaminas,4,20.57,
2022-07-07 18:14:05,FAR-071,Enalapril 10 mg - caja x 30 tabletas,Cardiovascular,3,32.86,
2022-07-07 21:43:34,FAR-055,Calcio + Vitamina D - caja x 30 tabletas,Vitaminas,5,49.04,
2022-07-07 21:57:37,FAR-002,Meloxicam 15 mg - caja x 10 tabletas,Antiinflamatorios,5,22.71,
2022-07-07 21:57:37,FAR-017,Trimebutina + Simeticona - caja x 20 tabletas,Gastrointestinales,5,51.74,
2022-07-07 21:57:37,FAR-055,Calcio + Vitamina D - caja x 30 tabletas,Vitaminas,5,49.08,
2022-07-07 21:57:37,FAR-064,Amoxicilina 500 mg - caja x 21 cápsulas,Antibióticos,5,12.17,
2022-07-07 21:57:37,FAR-067,Multivitamínico completo - caja x 30 tabletas,Vitaminas,4,52.15,
2022-07-08 01:02:17,FAR-030,Salbutamol 100 mcg - inhalador x 200 dosis,Respiratorios,6,40.08,
2022-07-08 01:02:17,FAR-036,Gliclazida MR 60 mg - caja x 30 tabletas,Diabetes,4,48.53,
2022-07-08 01:02:17,FAR-040,Cefalexina 500 mg - caja x 20 cápsulas,Antibióticos,3,18.31,
2022-07-08 01:02:17,FAR-052,Azitromicina 500 mg - caja x 3 tabletas,Antibióticos,4,17.09,
2022-07-08 01:02:17,FAR-057,Alcohol medicinal 70% - frasco x 120 mL,Higiene,5,5.2,
2022-07-08 01:02:17,FAR-058,Sales de rehidratación oral pediátrica - caja x 5 sobres,Cuidado infantil,6,15.43,
2022-07-08 02:39:22,FAR-011,Valsartán 80 mg - caja x 30 tabletas,Cardiovascular,4,42.46,
2022-07-08 03:32:09,FAR-018,Fluticasona 50 mcg - spray nasal x 120 dosis,Respiratorios,4,49.34,
2022-07-08 03:32:09,FAR-047,Atorvastatina 20 mg - caja x 30 tabletas,Cardiovascular,4,41.93,
2022-07-08 03:32:09,FAR-072,Gliclazida MR 30 mg - caja x 30 tabletas,Diabetes,5,32.36,
2022-07-08 05:12:43,FAR-019,Complejo B - caja x 30 tabletas,Vitaminas,3,21.05,
2022-07-08 05:12:43,FAR-035,Amlodipino 5 mg - caja x 30 tabletas,Cardiovascular,5,25.85,
2022-07-08 05:12:43,FAR-044,Aciclovir 5% - tubo x 5 g,Dermatología,6,35.95,
2022-07-08 05:12:43,FAR-071,Enalapril 10 mg - caja x 30 tabletas,Cardiovascular,5,32.71,
2022-07-08 05:12:43,FAR-072,Gliclazida MR 30 mg - caja x 30 tabletas,Diabetes,4,31.88,
2022-07-08 05:57:37,FAR-006,Acetilcisteína 200 mg - caja x 20 sobres,Respiratorios,5,20.5,
2022-07-08 05:57:37,FAR-016,Doxiciclina 100 mg - caja x 10 cápsulas,Antibióticos,4,23.54,
2022-07-08 05:57:37,FAR-018,Fluticasona 50 mcg - spray nasal x 120 dosis,Respiratorios,6,48.6,
2022-07-08 08:54:46,FAR-004,Amoxicilina + Ácido clavulánico 875/125 mg - caja x 14 tabletas,Antibióticos,3,44.85,
2022-07-08 08:54:46,FAR-011,Valsartán 80 mg - caja x 30 tabletas,Cardiovascular,5,42.26,
2022-07-08 08:54:46,FAR-015,Levocetirizina 5 mg - caja x 10 tabletas,Antialérgicos,6,46.61,
2022-07-08 08:54:46,FAR-020,Adapaleno 0.1% - tubo x 30 g,Dermatología,6,42.25,
2022-07-08 08:54:46,FAR-061,Paracetamol 1 g - caja x 20 tabletas,Analgésicos,4,30.99,
2022-07-08 10:09:10,FAR-032,Mupirocina 2% - tubo x 15 g,Dermatología,6,25.38,
2022-07-08 10:09:10,FAR-033,Gel antiséptico - frasco x 100 mL,Higiene,4,6.69,
2022-07-08 10:09:10,FAR-061,Paracetamol 1 g - caja x 20 tabletas,Analgésicos,3,31.03,
2022-07-08 10:35:33,FAR-001,Paracetamol + Cafeína - caja x 20 tabletas,Analgésicos,3,35.11,
2022-07-08 10:35:33,FAR-064,Amoxicilina 500 mg - caja x 21 cápsulas,Antibióticos,3,12.04,
2022-07-08 15:13:04,FAR-018,Fluticasona 50 mcg - spray nasal x 120 dosis,Respiratorios,4,49.17,
2022-07-08 15:13:04,FAR-046,Zinc pediátrico 20 mg - caja x 10 tabletas dispersables,Cuidado infantil,7,27.3,
2022-07-08 15:13:04,FAR-057,Alcohol medicinal 70% - frasco x 120 mL,Higiene,3,5.15,
2022-07-08 15:19:41,FAR-024,Glibenclamida 5 mg - caja x 30 tabletas,Diabetes,7,31.49,
2022-07-08 15:19:41,FAR-030,Salbutamol 100 mcg - inhalador x 200 dosis,Respiratorios,4,39.83,
2022-07-08 15:19:41,FAR-063,Fexofenadina 120 mg - caja x 10 tabletas,Antialérgicos,3,46.38,
2022-07-08 15:19:41,FAR-072,Gliclazida MR 30 mg - caja x 30 tabletas,Diabetes,3,31.82,
2022-07-08 16:22:36,FAR-049,Tramadol 50 mg - caja x 10 cápsulas,Analgésicos,5,49.84,
2022-07-08 16:27:02,FAR-014,Diclofenaco 50 mg - caja x 20 tabletas,Antiinflamatorios,6,4.81,
2022-07-08 16:27:02,FAR-039,Bilastina 20 mg - caja x 10 tabletas,Antialérgicos,4,51.54,
2022-07-08 16:27:02,FAR-049,Tramadol 50 mg - caja x 10 cápsulas,Analgésicos,5,49.49,
2022-07-08 16:27:02,FAR-051,Loratadina 10 mg - caja x 10 tabletas,Antialérgicos,4,18.89,
2022-07-08 16:27:02,FAR-067,Multivitamínico completo - caja x 30 tabletas,Vitaminas,4,50.93,
2022-07-08 16:34:27,FAR-016,Doxiciclina 100 mg - caja x 10 cápsulas,Antibióticos,3,23.83,
2022-07-08 16:34:27,FAR-035,Amlodipino 5 mg - caja x 30 tabletas,Cardiovascular,6,26.17,
2022-07-08 16:34:27,FAR-050,Ibuprofeno 400 mg - caja x 20 tabletas,Antiinflamatorios,6,4.49,
2022-07-08 16:34:27,FAR-069,Clorhexidina 2% - frasco x 120 mL,Higiene,5,24.74,
2022-07-08 16:59:47,FAR-014,Diclofenaco 50 mg - caja x 20 tabletas,Antiinflamatorios,4,4.85,
2022-07-08 16:59:47,FAR-019,Complejo B - caja x 30 tabletas,Vitaminas,4,20.79,
2022-07-08 18:38:26,FAR-025,Paracetamol 500 mg - caja x 20 tabletas,Analgésicos,4,10.43,
2022-07-08 18:38:26,FAR-057,Alcohol medicinal 70% - frasco x 120 mL,Higiene,8,5.12,
2022-07-08 22:11:09,FAR-045,Solución antiséptica - frasco x 1 L,Higiene,4,46.98,
2022-07-08 22:11:09,FAR-049,Tramadol 50 mg - caja x 10 cápsulas,Analgésicos,4,49.75,
2022-07-08 22:11:09,FAR-065,Simeticona 80 mg - caja x 20 tabletas,Gastrointestinales,4,22.89,
2022-07-08 23:08:00,FAR-036,Gliclazida MR 60 mg - caja x 30 tabletas,Diabetes,6,48.84,
2022-07-08 23:08:00,FAR-046,Zinc pediátrico 20 mg - caja x 10 tabletas dispersables,Cuidado infantil,6,27.08,
2022-07-08 23:08:00,FAR-048,Metformina 850 mg - caja x 30 tabletas,Diabetes,7,16.0,
2022-07-08 23:08:00,FAR-056,Hidrocortisona 1% - tubo x 15 g,Dermatología,4,8.4,
2022-07-08 23:11:28,FAR-018,Fluticasona 50 mcg - spray nasal x 120 dosis,Respiratorios,3,49.58,
2022-07-08 23:52:14,FAR-026,Naproxeno sódico 550 mg - caja x 10 tabletas,Antiinflamatorios,4,12.21,
2022-07-08 23:52:14,FAR-046,Zinc pediátrico 20 mg - caja x 10 tabletas dispersables,Cuidado infantil,3,26.87,
2022-07-08 23:52:14,FAR-070,Probiótico pediátrico - caja x 10 sobres,Cuidado infantil,6,49.59,
2022-07-09 00:59:11,FAR-009,Agua oxigenada 10 vol - frasco x 120 mL,Higiene,2,5.5,
2022-07-09 00:59:11,FAR-016,Doxiciclina 100 mg - caja x 10 cápsulas,Antibióticos,5,24.05,
2022-07-09 00:59:11,FAR-070,Probiótico pediátrico - caja x 10 sobres,Cuidado infantil,5,48.74,
2022-07-09 01:20:21,FAR-068,Clotrimazol 1% - tubo x 20 g,Dermatología,4,5.75,
2022-07-09 10:04:58,FAR-070,Probiótico pediátrico - caja x 10 sobres,Cuidado infantil,3,49.21,
2022-07-09 13:30:23,FAR-015,Levocetirizina 5 mg - caja x 10 tabletas,Antialérgicos,2,45.88,
2022-07-09 16:02:23,FAR-006,Acetilcisteína 200 mg - caja x 20 sobres,Respiratorios,4,20.27,
2022-07-09 16:02:23,FAR-039,Bilastina 20 mg - caja x 10 tabletas,Antialérgicos,5,51.11,
2022-07-09 16:02:23,FAR-039,Bilastina 20 mg - caja x 10 tabletas,Antialérgicos,4,50.73,
2022-07-09 17:09:08,FAR-021,Povidona yodada 10% - frasco x 1 L,Higiene,3,50.45,
